student_id,current_cgpa,education_level,study_style,parent_education,screen_time,sleep_time,ads_marks,ads_attendance,ads_interest,ads_assignments,ads_quizzes,ads_participation,ads_performance,ds_marks,ds_attendance,ds_interest,ds_assignments,ds_quizzes,ds_participation,ds_performance,am_marks,am_attendance,am_interest,am_assignments,am_quizzes,am_participation,am_performance,java_marks,java_attendance,java_interest,java_assignments,java_quizzes,java_participation,java_performance,dbms_marks,dbms_attendance,dbms_interest,dbms_assignments,dbms_quizzes,dbms_participation,dbms_performance,study_efficiency,overall_attendance,overall_interest
11,6.304873460781307,btech2,reading,high_school,10,12,59.35482318674752,56.29063904275466,9.554133994002017,43.153253298227206,44.408801608087316,34.711915453989576,82.42583120547863,71.12509653902099,56.5212616979301,9.40082788037331,54.199284366155766,46.1217632139686,35.86116370910935,88.65705790312602,68.66133826645418,71.49838381270607,9.106051881773856,60.71280475955764,56.079630062841886,44.190364121991486,93.75107131907498,67.25194653597411,75.48875512155118,9.167611621661546,58.11406334368914,46.496704910903176,40.0172910150589,92.74185525402848,70.30977494947514,64.96905258726542,10.0,58.60802294725208,48.818204176303155,41.831440137938536,93.72855982450297,1.0909090909090908,64.95361845244149,9.445725075562146
12,6.301405369644614,btech1,visual,phd,10,9,71.59255018161096,80.70563460908144,10.0,59.81060439474721,58.81584240080281,43.81672185394037,100.64267747470132,62.491284029934306,58.323467528665,10.0,53.97416870949792,41.95723720917119,36.34172816451169,86.88326475837358,50.132403014952985,40.924179054140524,3.9947349292286036,46.15522006686026,44.025374218362046,19.47791001556723,57.841508852692506,69.5399396801278,48.202258999239604,10.0,50.43512020302984,48.647285981927084,34.01840646794994,87.13901449956654,74.42821186223613,61.86956598143408,9.106356766360726,64.43273122229569,47.31744192726855,38.855545497588714,92.41375081084148,0.8181818181818182,58.00502123451213,8.620218339117866
13,7.362943407349051,btech3,auditory,bachelors,20,9,64.83634040704167,62.942439426268564,9.932689859127827,51.14396347623458,45.988093455410535,38.524868922365656,89.18514610782748,70.3500090952769,53.17195338639403,10.0,60.34058123713542,46.12198187253006,31.90176936747231,90.0609741204788,74.22207688687004,73.65193766677022,8.140721635883562,62.658477462661466,43.076198404814434,37.88590377955502,92.06677834255116,74.52606572437455,62.9471831367946,10.0,53.30161582115112,54.4151940449801,44.81046839051998,94.8521027107079,71.65663553596731,60.66210014099061,10.0,55.87925768705375,45.20860766398947,36.947562226004614,92.0244640593406,0.42857142857142855,62.67512275144361,9.614682299002277
14,4.130079633013303,btech3,kinesthetic,bachelors,15,6,53.43165278831443,58.500246909350075,9.151329320981393,36.914732694453946,40.17962058830864,35.64217394611557,77.94087614348936,33.98162109582472,43.035136211885515,4.345634839968724,29.244757262747193,14.763344285911572,18.06955814120915,46.14130905410054,40.68869563602322,42.60279895285036,4.325347845977987,37.43588450068023,31.945353828327214,20.77022239614872,52.43954722754947,53.31810207935571,67.94833182286696,9.593988341401927,42.85126385146416,45.42209044083226,37.389967430930746,83.73470854665261,55.48056900845118,43.2269748569436,8.58669537376177,46.924546814887776,41.85841783698584,28.07037201083885,74.23785087952992,0.375,51.0626977507793,7.20059914441836
15,4.412623251230451,btech4,auditory,masters,1,4,59.140014073075946,53.367650673851024,10.0,54.81331215990084,40.194652063651915,38.65103819130526,83.91749546491859,53.53732363857212,54.64199768779466,8.719191082784105,29.52378025366413,33.401733815823334,32.681371767393095,73.40392912054267,46.26041620769373,53.29690257513718,6.43358035203957,37.12774167806767,42.329353258256006,20.104829559354656,65.71254255218591,45.2815078595577,49.74257020223735,8.610695999118064,35.581527040962726,26.674688139596185,34.92041709484261,68.20589447893232,50.811543232443114,34.57612163661973,8.532934002384385,40.13443109873101,32.67790098085304,22.54126526175154,67.21810560305393,2.0,49.12504855512799,8.459280287265226
16,6.1565687061385415,btech1,visual,bachelors,1,10,59.792180853133104,57.202107906912545,10.0,43.835178351216584,37.61104510331056,37.75174758494996,83.29443823150606,60.04224428212535,45.09436003638675,10.0,44.12623200838229,38.510508801508536,33.16679921939724,79.9407168452498,63.08875233970167,63.00910437740538,10.0,47.644513389451134,37.179342450779515,42.677050149817,86.86181062513688,59.01962073093958,50.60036154234787,10.0,41.67836461758132,41.78790503048389,32.23754968309996,81.30789720228996,68.81386586816598,57.316766635432835,6.544807524704769,68.04819318406906,44.327416093355694,31.019012924337936,81.21134030362425,5.0,54.644540099697075,9.308961504940953
17,5.480753319498364,btech2,kinesthetic,bachelors,22,7,56.50033935176362,65.6759879429182,6.425288050599212,45.37915709139554,42.3092023169111,33.23274551387153,74.73205018662455,69.1354178754971,65.02416376353825,5.618730764134012,57.646306470469085,42.394023459300286,27.841642454945664,79.02365806112775,55.9677738678043,59.71238526080896,7.758682579518802,42.23650538905955,33.313962458026765,33.515165790024916,74.90944304098376,65.82922274446071,66.65949261317053,10.0,56.488447946367906,47.83942754289604,43.448334888729754,91.97871820512503,57.19404139534047,70.48621493061155,6.847033341556517,45.340508822701274,34.788321683808654,34.946578849904704,76.5839056379657,0.30434782608695654,65.51164890220949,7.329946947161709
18,7.471370998892911,btech4,visual,high_school,7,4,70.95853241375639,63.812577261807114,9.938553526461739,55.90923037386025,47.491466640477014,43.301236292565875,92.85295127558051,74.48822398730641,56.667506454152075,10.0,68.15254228158732,54.343158168438435,33.873045128207366,95.16989659867204,59.86224913374083,58.02816331952581,10.0,40.134116552738945,45.97144332590598,37.867865858938266,84.26918263115083,70.25283269692044,56.93052348146369,10.0,64.0099739794512,47.320341873904674,36.86972269704108,91.87983750121067,71.82263243621527,71.7088174043271,9.582011494794658,64.33723548181067,46.196874382643784,37.0400117878404,95.56784915983638,0.5,61.42951758425515,9.904113004251279
19,5.637963886718183,btech4,kinesthetic,high_school,12,11,69.17609836994559,53.9481203972547,10.0,49.94743469120369,51.64587869018053,41.81439041485262,89.09387247436227,51.97949848384997,61.79459437100451,8.533524690865598,41.5107983689841,35.75654140300675,34.511602877339286,76.52085274323676,57.099362270925624,57.04562247282689,7.531859991268408,43.93263401970258,42.262248860455436,34.220299172625445,75.47824405604725,55.317096254640276,58.88887998325085,9.47177366273457,42.63476834298409,44.121797340723255,38.075212851778865,81.22230833759119,59.286722615445655,48.45035433709327,7.965185644270718,50.25759773984223,39.623653441152705,34.27091752568756,75.62753995726764,0.8461538461538461,56.02551431228604,8.700468797827858
20,4.881544447997063,btech4,kinesthetic,phd,9,9,58.197246896626176,63.526674806829746,9.688406006328192,47.48257152820311,37.88572773769722,34.74190059611131,84.20736410956903,58.680493405549655,58.12164988645904,10.0,47.423759258742365,44.16278115461906,40.14266970631583,84.64667339016178,51.1173416248442,58.282340590062134,7.927516912550613,39.44395034071586,36.873438072847534,32.45873758623541,73.16179782664268,52.32030717669207,45.888282505214335,9.395786890997446,47.06084974970986,34.19395704631386,30.630426005902535,75.07018931463702,68.18565578579714,56.01692380294737,9.188157111125236,51.83753783736292,47.61578851566016,37.055635769364216,86.56180974153223,0.9,56.367174318302524,9.239973384200297
21,9.19847315338233,btech2,kinesthetic,high_school,7,9,88.00442424993506,70.35993129308311,10.0,72.36407381744515,60.72618071152694,36.37125505073807,106.27328726724477,86.27687018391978,81.59320493117232,10.0,68.45573747558068,55.46992119949876,38.117594890476965,107.57755835418152,83.42701088434751,77.19455092303573,10.0,65.88934384263128,57.147548809678646,39.794184782186164,104.9847035284962,81.74488761815121,86.12172239797522,9.37088201492224,62.22190045690486,60.59424122270481,44.86082046016847,105.06953906336122,89.39822198426646,73.02865077537416,10.0,74.46655034413648,63.74615767635779,41.96889088145037,108.39979022939298,1.125,77.65961206412811,9.874176402984448
22,6.661335549270197,btech4,kinesthetic,high_school,3,5,70.4205463923383,63.3880844783929,10.0,53.9980569547225,48.81796994813393,37.968206999650704,92.60704793588165,69.30145158965144,72.32607646512852,9.70384547103231,48.908531812873576,51.68052628998825,38.29052626949292,93.61829870392533,67.80473361698053,74.33671448538314,10.0,66.85585761510528,48.23961360065011,39.508464656640825,96.68722847477046,66.75931496839613,55.37926724590133,10.0,52.40997997965101,53.02916398254528,37.120053267609094,89.13337775545828,61.06616129866959,68.59389279148749,9.95758614948323,48.56484215514323,40.64688595857914,39.38649076049003,88.25915002242213,1.25,66.80480709325869,9.932286324103108
23,7.101292307031886,btech2,visual,high_school,14,4,73.26204327283418,59.687707387572445,8.885223404724755,56.92867329631993,56.66825541621222,38.02614474440518,90.9063390464595,66.13526852536108,62.49627869919025,10.0,54.66784687006726,47.018286957741694,39.23366956595225,90.45591109407285,58.50536203293742,62.023299578656605,8.017925289028684,43.17688490873371,28.37601779507336,37.262369613210545,76.79584595942907,58.37562674215515,37.30488074872227,10.0,46.4549926599919,42.85131007283886,26.95061048434834,77.93766033140335,79.20738309101398,67.53735921114315,10.0,58.26922337730387,46.52445799134323,39.61894312069491,97.6632132050456,0.26666666666666666,57.80990512505694,9.380629738750688
24,4.862877720679815,btech4,kinesthetic,high_school,0,5,59.34664511482267,55.45499378795511,8.465273707180247,50.47975130567121,39.42090837424718,34.695004750709316,79.2560762558441,49.2963131214042,54.278719385032716,5.628015873494116,31.83031226066791,31.76509604879446,31.399723111848893,62.4254999309732,55.034254250716366,44.216269907244495,8.393951908312783,42.93073014223543,32.52544153489054,30.017101956356463,71.77886414896713,70.69659558526408,53.190951695439495,8.118231815635069,60.72646159299527,48.60669648813708,30.713821242997195,84.99059290181255,64.07274992437083,61.94259072523999,6.957889121401993,51.71660781367288,39.25259801029228,28.953544507675637,78.73092542512109,5.0,53.816705100182354,7.512672485204841
25,6.183425913212226,btech2,kinesthetic,phd,10,7,52.80215490994509,53.786899043072935,5.677737626671363,32.366032599639134,42.896459034924646,30.65384407440025,65.57951830209858,75.85667556040634,71.72104858773736,10.0,60.25913316911668,61.12109613290293,47.99880766126668,100.06601919578668,54.1301313758243,63.24744318015165,8.192071802327288,54.07701294475788,37.33094226333721,38.37614061563402,78.91369419257134,60.94748030466284,52.17302501723471,10.0,48.34976419491246,45.06701616347536,36.45348505065908,84.04341668079373,53.347417146231145,53.103220915551844,7.0774354648375395,40.52872706141027,34.77791718160032,28.269048087978778,69.79823616412223,0.6363636363636364,58.8063273487497,8.189448978767238
26,7.166383884564799,btech3,auditory,high_school,6,5,62.75571812717585,58.37985431904007,10.0,45.979555250502074,39.40474398702009,36.33686475863568,85.42388843221067,63.34359051534017,66.40110980696474,9.901469017871467,51.12012132179193,44.90404491942757,38.696723903988726,89.36580113802282,62.00763263867006,43.54691196044626,10.0,46.16565206885684,32.85417961886102,36.60946137717977,79.72010139675959,65.12457183961303,60.133970384298095,10.0,42.109550673999735,43.6015691906894,35.77889769825193,86.94668783083802,79.26688048054088,74.5631155655,10.0,63.1660842084587,60.64823463826423,44.538793189246626,102.6478346888748,0.7142857142857143,60.60499240724984,9.980293803574293
27,5.273509633866546,btech3,reading,masters,16,4,48.3546796239673,46.99357354691038,6.940474350877486,39.75091818183574,35.19756369512514,22.108900269294082,65.50363924783663,48.51048971726434,51.05514493139641,6.695443603659173,39.054883152108516,31.324605767225215,27.637117496123537,65.36399351520224,56.31828009967841,73.31346772107803,8.003890967810165,39.907623881457354,38.72080339453887,40.66348648035463,80.32728935102469,53.71264892751642,61.8896438260272,7.789878479562103,48.96828529637342,34.05522320085731,34.67273628144189,75.87511443208564,62.53917432090343,49.176221852800865,7.725824105187096,49.68008999895148,43.27159648824838,29.719871378053625,76.8887615728429,0.23529411764705882,56.48561037564258,7.431102301419204
28,7.563547027518508,btech3,reading,masters,19,10,86.55393384129769,79.87651781279378,10.0,66.60945343808757,57.149750550964434,39.86261015000406,107.14840947871501,75.86350763641806,67.87853396842138,10.0,54.198770314665296,54.509631877225935,39.95047156443453,97.01522357387734,70.64342423899039,49.23583042743624,9.970213288363597,55.560646522430076,49.36458466376422,38.48052841719117,88.67754336684698,68.07318860247247,50.909882399643045,9.402062686572888,55.027579591131165,49.48199296627841,33.521703818658864,86.384864104212,68.46919298277062,61.07485050667596,10.0,53.66562279413617,50.05989399421349,44.74697322206549,91.26895986336348,0.5,61.79512302299408,9.874455194987297
29,6.099041965121793,btech3,auditory,masters,23,11,67.44056248451402,64.59575920022644,10.0,51.24730466896396,52.78712285035836,41.072929936043735,91.96011688177188,62.70023744418269,59.18920404326869,9.845193891356836,46.615056691132125,39.1577389229327,38.128480482266966,85.23835720683391,56.77461036190453,68.62895421246566,5.649569676127944,41.963903940190384,36.0558743109854,29.75222063213978,71.9502061745617,42.950377469708485,46.7083496749116,7.314500173303854,22.87269857266361,33.814611661839805,30.424580556458928,61.63925294544395,69.70691226674981,59.67416158067813,7.719671265128529,50.99651227965545,55.79874400218658,31.53958512988221,84.96331561856526,0.4583333333333333,59.7592857423101,8.105787001183433
30,6.562459375310085,btech3,auditory,masters,17,9,78.18735907571445,76.57378975480748,10.0,67.0583499915524,50.637833875322514,46.1573977431169,101.90150813675926,63.77223173640229,57.002252961434806,10.0,54.46146542129477,43.75672315602442,36.965975500100306,87.34229686958923,67.76042565104103,74.63400200604642,7.338124061604512,59.670076226386676,44.03925237962619,38.87228797581153,87.0651423379458,60.621438736113234,64.3151594655341,9.360993579114826,55.600081837407586,42.915686326553484,37.51111304355227,86.40346929604415,71.49372037979141,70.66355415313652,9.697845198376985,63.298713049646615,49.21344162262259,40.33697787210454,95.76691319382887,0.5,68.63775166819187,9.279392567819263
31,6.097440081655905,btech4,visual,high_school,21,7,70.10173169277262,72.06360680344942,10.0,52.91476394402969,45.48754846582999,35.8986914967285,94.42012157962283,56.7750777010687,56.0273969636028,10.0,45.784351261614724,49.88799473219966,37.15788494793201,83.86910206858047,66.13082946656486,54.450882198224754,7.918988252645616,53.65719115763801,41.06309110989766,30.771168025465485,80.75260354416059,64.54025968092134,54.029448190696826,10.0,59.002061779754385,47.97217358256752,43.35146673229646,88.07107363392586,49.95900785232517,49.734029605233204,8.347641225541535,39.60456132642377,34.919895275075106,33.05793374062478,71.12540418934947,0.3181818181818182,57.2610727522414,9.253325895637431
32,9.778417276763406,btech4,visual,masters,21,9,84.80648264403888,74.43532921309755,10.0,77.74107737080021,53.08302568335101,46.56257136385338,105.8768072796675,90.51452550872051,83.79664232119052,10.0,68.89925061672434,54.51219769127536,41.12992192654508,109.85652014604531,79.71051405173569,81.63316719283131,10.0,58.300350608806,53.37634546003408,41.207024559478725,103.12566018886967,83.56509204574202,74.32634457388394,10.0,61.45751816205546,70.02713635819515,36.38966800369857,105.44663836849958,92.10310132702486,71.710581331787,10.0,74.7889241316563,64.66556475785623,43.378979715432415,109.27258826377295,0.4090909090909091,77.18041292655806,10.0
33,6.979754162893099,btech4,visual,high_school,11,6,73.40434452935376,73.65111453148882,10.0,49.950912734038425,51.89824424297774,43.48923189484545,96.73444571774057,66.8614758864014,53.00870720871484,10.0,48.133515389953445,44.16191309054212,30.916637058239452,86.49151678924933,60.866156096153155,52.514659029710565,8.104187757444564,50.289332365948994,44.406573278106464,33.345325402757,78.61780926631644,72.80723407814595,70.50318826194354,10.0,51.15574949778867,57.06517470964123,38.771891452127974,96.50698874095593,82.03274604447769,64.12098182005653,10.0,64.63518557789664,57.73899204491791,38.47996758896707,100.40551960723022,0.5,62.759730170382866,9.620837551488913
34,5.41343360656615,btech2,auditory,phd,8,11,54.17195512406322,54.37520694534274,6.884777137278238,32.277594933140236,40.875612111090994,29.870850063321186,69.6086566016975,64.70672022560443,63.972525775630444,9.6629026587112,55.779427430597536,44.5567447564115,40.663493650280714,89.11357962711587,51.48611448785582,53.97793289167966,5.898980983737466,42.15840060885869,38.18689722877039,30.253923644227907,66.53656328950298,72.1587772898394,56.47344858570919,10.0,63.44103439247053,47.68747082599974,38.976316523317195,92.47482127441906,56.76785529794039,85.01738988222814,6.630810339645562,43.38594518678358,34.52757672583476,36.654373555700715,79.79181838967405,1.2222222222222223,62.76330081611803,7.815494223874493
35,8.233817368154783,btech2,auditory,masters,4,5,68.27053532564315,66.4288043066029,10.0,59.011109067856815,50.205020646404186,38.048171818427356,93.61927487937729,72.96206626570114,63.69867653690885,10.0,58.54146796891927,49.24144156388124,38.53125845964741,94.46186589727319,75.30502917639933,75.78074147657838,6.260948121783569,53.377959784105826,57.836320275650614,34.22335516065975,88.32122048784743,74.7985560796676,78.36211805719911,10.0,65.56119925726223,53.28523316646092,44.065443321432284,101.25502271258524,78.4421079221307,61.91175713457518,10.0,63.747412552201936,57.40976763593227,37.6872717831953,98.12394733744497,1.0,69.23641950237288,9.252189624356713
36,5.168734525043467,btech2,kinesthetic,bachelors,9,8,60.24700768320614,69.63569614655728,8.520600024905159,43.27784984970467,41.45171557855902,42.7053921242645,83.26074680620466,48.13459998786501,28.45594409597483,9.087506786323466,32.85388820957195,31.190984896359105,29.212327621293124,64.65987454879851,54.67903033198747,55.25654761760656,9.202724685754472,45.97350898646931,37.4902026833919,35.12527262641353,78.57630722581955,59.07855486115687,48.188908655455094,10.0,49.67279342596879,42.865324864992466,35.765589158064856,81.96881228474346,65.48671402251564,68.24733582517037,8.996552540250992,59.42059858901475,46.34004844069877,39.76330470405038,89.52264103176736,0.8,53.956886468152824,9.161476807446817
37,7.313295392507133,btech2,visual,masters,3,4,71.86063025848827,69.76746481448184,10.0,52.65313626542565,46.9997355232552,43.621258742411754,94.62242231604199,72.98514646226455,69.88057955836109,10.0,57.44486206519239,59.555811231886956,41.63550179893876,97.70833344697606,65.51916174771956,56.355438689471114,10.0,54.91217745786576,48.1491612477105,39.01566643644991,88.5734971117656,75.46102595071393,64.576905975957,10.0,58.141769986127464,48.620512438342345,29.752396772360413,95.57182453674314,69.72464197327598,67.66715573466871,10.0,47.98704148289714,44.66957892301479,39.50855915641782,92.0884965705978,1.0,65.64950895458796,10.0
38,4.060494814180337,btech3,visual,masters,4,9,45.41337507895421,47.3068759049325,5.869490715258827,41.254366432261754,30.395962966728465,27.403514557627343,60.71343435868645,37.566247569634804,24.062188805237426,8.805548674134014,26.022459688596044,23.52213715086097,20.530618326530842,56.09349121774575,49.696262223825485,56.44598361855306,6.588950027742315,33.02642463147532,27.530938157668402,28.275857945562603,65.6627544766946,59.22426297585592,70.04777959888102,6.954468750758318,43.42032138044109,44.5350800306585,34.37703763363815,78.76075553394656,54.78933048423613,51.30915442828985,6.131520939315053,38.377854164888134,37.4821273429166,34.9544140585589,67.08203856629727,1.8,49.83439647117877,6.869995821441705
39,5.007720926652354,btech3,visual,high_school,9,5,60.10304817906959,62.71520449626628,9.666346387725513,45.59609561302337,40.86948611067269,35.95304661772082,84.82465704223867,61.17224193817293,45.06857695960467,6.367114338149308,50.444691925104195,44.80476339630046,30.91447095280828,71.3782311758092,54.134469534830814,51.9504692321824,9.314035038416064,37.2490496635683,38.933920001886214,36.64516060920451,76.60847914865342,57.101641681364605,48.513462570175,9.239846958733924,48.68151334601985,36.19201773675273,33.05229804064375,77.845265982216,44.32617328545366,44.676072654614046,7.4099955532161985,33.81747518305875,21.73833214296193,27.363462824519058,61.69664886911738,0.5,50.58475718256848,8.3994676552482
40,7.295291853803685,btech3,reading,masters,10,7,67.57997349738206,52.15569791474529,10.0,58.615787877230176,48.56903358527744,40.489253055124756,88.75642199275255,77.85124638039373,86.26656667219643,9.223691036226805,68.54909096548396,51.43308274940636,44.42142459949508,102.6888677197304,69.80663816325355,65.90374968012989,7.794644569883997,54.09500333545311,47.75102089011889,32.64097816121398,86.35461751282817,77.76778132782732,91.03647226044785,9.049770789382361,59.009575713809596,57.80134193641101,47.23569929561467,103.08900422494546,79.33948697974068,75.38124812576574,10.0,59.53303148656206,47.86926711468744,43.36017549042198,100.46051401981342,0.6363636363636364,74.14874693065704,9.213621279098632
41,8.107699869993116,btech1,kinesthetic,bachelors,20,9,76.62490013661262,78.0378332478407,9.30874709794545,58.2478603955278,54.55669414799496,42.11989764410753,98.90823450436201,83.05303100732752,83.76179690799799,10.0,61.038227203842226,60.13305200266102,42.88679599637493,106.5254433563059,75.12844353969462,71.6351692087113,10.0,56.992396209722706,55.08688614587217,42.713897625962005,98.35382053183048,78.83952218427864,84.63707232417994,10.0,59.89603455932935,64.85362470435948,46.457837059083054,105.63937946051875,77.87428286364126,80.84045768496401,10.0,72.37686386745841,58.935407090191056,44.37691274752265,105.09869109459312,0.42857142857142855,79.78246587473879,9.86174941958909
42,7.257052421784956,btech4,visual,high_school,23,11,55.34461034953035,48.8126087979827,8.884519554782631,46.088345889500815,47.43982261759299,33.30987412013443,77.46441071961891,73.18976787439139,75.57259245077509,10.0,59.337685261733526,55.91122566163725,41.069175283925475,99.2350215234947,60.55125725179357,53.38072308774825,9.685846881933077,51.423114540001606,40.97491790303808,31.758849118629794,83.15196533929709,71.72351682468407,58.698448641205076,8.569098309047689,61.298046090583675,49.57577205272958,34.7868542820892,88.63730897087521,72.60048689692502,81.40328732101327,9.613037033436928,56.34059216941955,49.737856928796944,43.013483975855806,98.21205942011726,0.4583333333333333,63.57353205974486,9.350500355840065
